term,term_frequency
свете_NOUN,337000
имени_NOUN,336668
номер_NOUN,336481
уровень_NOUN,335826
минуту_NOUN,335826
парень_NOUN,334780
стены_NOUN,334449
рода_NOUN,332258
поле_NOUN,331958
сына_NOUN,331522
губы_NOUN,329178
ночи_NOUN,329094
кому_NOUN,328541
городе_NOUN,328070
случай_NOUN,327779
утром_NOUN,324358
формы_NOUN,322818
спиной_NOUN,322315
голосом_NOUN,321304
словами_NOUN,321291
ночью_NOUN,321113
боль_NOUN,321017
жена_NOUN,319858
женщин_NOUN,319545
улице_NOUN,318742
смысле_NOUN,318420
начале_NOUN,318308
дочь_NOUN,317874
идеи_NOUN,316813
смерть_NOUN,316072
дороге_NOUN,315977
энергии_NOUN,315068
воздух_NOUN,315053
плечами_NOUN,313669
другу_NOUN,313276
правило_NOUN,311835
чему_NOUN,309298
система_NOUN,307485
типа_NOUN,307396
света_NOUN,306633
смысл_NOUN,306080
желание_NOUN,305109
окна_NOUN,304964
душе_NOUN,302348
утра_NOUN,300329
море_NOUN,300294
дорогу_NOUN,299603
вечером_NOUN,296073
мужчины_NOUN,295647
брат_NOUN,295151
цвета_NOUN,292757
круг_NOUN,292493
случаях_NOUN,290186
вечер_NOUN,289921
уровне_NOUN,289517
стране_NOUN,289483
проблем_NOUN,288788
боли_NOUN,288675
комнаты_NOUN,287247
трудом_NOUN,286776
число_NOUN,286674
народ_NOUN,285728
машину_NOUN,285178
нечто_NOUN,284880
мужа_NOUN,284225
месяц_NOUN,283882
уровня_NOUN,282987
небо_NOUN,282500
власть_NOUN,282486
солнце_NOUN,281930
окно_NOUN,281553
девушки_NOUN,281210
силой_NOUN,281160
рублей_NOUN,280498
помощи_NOUN,278993
руке_NOUN,278190
неделю_NOUN,278047
душу_NOUN,277837
страх_NOUN,276697
памяти_NOUN,275410
данных_NOUN,274455
срок_NOUN,274139
порядок_NOUN,273808
история_NOUN,273057
целом_NOUN,272340
делу_NOUN,272287
сердца_NOUN,271780
участие_NOUN,271141
конец_NOUN,270390
водой_NOUN,270129
план_NOUN,269208
условия_NOUN,268711
суда_NOUN,268707
стороне_NOUN,268539
письмо_NOUN,267994
речи_NOUN,267950
образ_NOUN,267541
месяцев_NOUN,267181
опыт_NOUN,267163
связь_NOUN,267122
голова_NOUN,264584
целью_NOUN,264358
никому_NOUN,263837
кофе_NOUN,263399
огонь_NOUN,262387
сила_NOUN,262232
полу_NOUN,262074
дороги_NOUN,259094
органов_NOUN,258714
оружие_NOUN,257806
народа_NOUN,257703
стола_NOUN,257649
девочка_NOUN,257006
историю_NOUN,256971
сторон_NOUN,256837
способ_NOUN,255707
месяца_NOUN,255094
слезы_NOUN,253872
телефон_NOUN,252951
цель_NOUN,252736
вода_NOUN,251018
торгов_NOUN,250747
очередь_NOUN,250543
друзей_NOUN,250123
данные_NOUN,249620
ответа_NOUN,249230
кровати_NOUN,248042
душа_NOUN,245602
пора_NOUN,241409
факт_NOUN,240334
удар_NOUN,238980
берегу_NOUN,238598
капитан_NOUN,238024
школы_NOUN,236021
мнению_NOUN,235981
книгу_NOUN,235936
момента_NOUN,235506
друзья_NOUN,234104
времена_NOUN,233817
грудь_NOUN,233774
события_NOUN,233648
платье_NOUN,233436
мужчин_NOUN,233360
ногами_NOUN,232848
этому_NOUN,232783
спину_NOUN,232568
утро_NOUN,232179
системе_NOUN,231905
счастье_NOUN,231180
игры_NOUN,231016
адрес_NOUN,230675
пальцы_NOUN,229074
стене_NOUN,228359
функции_NOUN,228172
событий_NOUN,228172
закон_NOUN,227684
ветер_NOUN,227668
закона_NOUN,227572
плечо_NOUN,225846
плечи_NOUN,225844
жизнью_NOUN,225493
систему_NOUN,225429
недели_NOUN,225412
брата_NOUN,225234
часы_NOUN,224715
линии_NOUN,222956
вида_NOUN,222788
страха_NOUN,222768
память_NOUN,222327
мальчик_NOUN,221637
воздухе_NOUN,221083
генерал_NOUN,221046
выбор_NOUN,220961
знания_NOUN,219735
запах_NOUN,219373
стран_NOUN,218700
семье_NOUN,218660
языке_NOUN,217753
улыбкой_NOUN,217201
задачи_NOUN,217052
службы_NOUN,216719
центре_NOUN,215326
школе_NOUN,214380
числа_NOUN,214235
рука_NOUN,213773
тысячи_NOUN,213194
состав_NOUN,212793
языка_NOUN,212448
минуты_NOUN,212384
метров_NOUN,212224
частью_NOUN,212064
столом_NOUN,211495
встречи_NOUN,211439
солдат_NOUN,210817
лесу_NOUN,210681
секунду_NOUN,210121
природы_NOUN,209997
знак_NOUN,208932
итоге_NOUN,208890
видом_NOUN,208825
группа_NOUN,208781
днем_NOUN,208164
улицу_NOUN,207539
зубы_NOUN,207256
девушку_NOUN,207236
работ_NOUN,206932
местах_NOUN,205572
дыхание_NOUN,204948
бумаги_NOUN,204175
желания_NOUN,204007
теории_NOUN,204004
роста_NOUN,203005
начало_NOUN,202664
словам_NOUN,202306
июля_NOUN,202306
князь_NOUN,202275
тему_NOUN,202040
рамках_NOUN,201961
влияние_NOUN,201873
защиты_NOUN,201486
папа_NOUN,200708
лицу_NOUN,200267
честь_NOUN,200192
реки_NOUN,199489
колени_NOUN,199324
секунд_NOUN,198604
понятия_NOUN,198425
церкви_NOUN,197391
другом_NOUN,197220
поля_NOUN,197192
голоса_NOUN,197151
позиции_NOUN,196909
правда_NOUN,196098
роли_NOUN,196059
черт_NOUN,195904
правила_NOUN,195583
ногу_NOUN,195414
модели_NOUN,195383
декабря_NOUN,194814
звук_NOUN,194716
доктор_NOUN,194611
радость_NOUN,194486
форму_NOUN,194115
жены_NOUN,193911
вечера_NOUN,193623
бизнес_NOUN,193360
июня_NOUN,193273
свободы_NOUN,192126
вариант_NOUN,191740
воде_NOUN,191735
вина_NOUN,191300
делом_NOUN,191266
мнение_NOUN,191259
пользу_NOUN,191048
идея_NOUN,190895
цвет_NOUN,190540
виде_NOUN,190227
мистер_NOUN,189936
дому_NOUN,189846
сфере_NOUN,189648
машина_NOUN,189641
партии_NOUN,189250
статьи_NOUN,188924
война_NOUN,188838
воздуха_NOUN,188575
счастья_NOUN,188079
сети_NOUN,187467
вещей_NOUN,186947
всему_NOUN,186640
радости_NOUN,186291
леса_NOUN,186205
науки_NOUN,186198
попытку_NOUN,186053
машине_NOUN,184961
болезни_NOUN,184816
пальцем_NOUN,184800
дочери_NOUN,184188
гости_NOUN,184143
будущее_NOUN,183761
интерес_NOUN,183514
сути_NOUN,183488
старик_NOUN,183347
цены_NOUN,182706
книге_NOUN,182560
многое_NOUN,182241
счет_NOUN,182158
камень_NOUN,181341
горы_NOUN,181289
правду_NOUN,180746
членов_NOUN,179791
условий_NOUN,179764
семья_NOUN,179597
дворе_NOUN,179270
граждан_NOUN,178250
рост_NOUN,177528
центр_NOUN,177293
столе_NOUN,177061
января_NOUN,176925
видов_NOUN,176907
пример_NOUN,176809
смысла_NOUN,176787
кабинет_NOUN,176387
письма_NOUN,176136
область_NOUN,175671
августа_NOUN,175155
моря_NOUN,174848
проекта_NOUN,174481
услуг_NOUN,173814
тени_NOUN,173132
марта_NOUN,172850
женщину_NOUN,172795
хозяин_NOUN,172390
король_NOUN,172143
площади_NOUN,171905
словом_NOUN,171518
задача_NOUN,171354
октября_NOUN,170716
команды_NOUN,170676
продажи_NOUN,170579
края_NOUN,170227
книга_NOUN,169521
целей_NOUN,169095
оценки_NOUN,168907
двор_NOUN,168615
чувств_NOUN,168544
ладони_NOUN,168410
отчета_NOUN,168196
главное_NOUN,167735
сестра_NOUN,167448
выход_NOUN,167267
короля_NOUN,167199
мозга_NOUN,166880
ребята_NOUN,166184
меры_NOUN,166168
войска_NOUN,165670
текст_NOUN,165178
трубку_NOUN,164727
детьми_NOUN,164376
постели_NOUN,164286
солнца_NOUN,164025
примеру_NOUN,164024
класса_NOUN,163605
причине_NOUN,163369
корабль_NOUN,163140
знаний_NOUN,162613
книг_NOUN,161710
мозг_NOUN,161307
мыслей_NOUN,161094
форма_NOUN,160757
край_NOUN,160672
спасибо_NOUN,160262
товаров_NOUN,159908
пара_NOUN,159785
апреля_NOUN,159449
гостей_NOUN,158790
углу_NOUN,158392
парня_NOUN,158381
ноября_NOUN,158270
одежду_NOUN,158055
судьба_NOUN,158011
миру_NOUN,157423
разу_NOUN,157297
снег_NOUN,157187
причины_NOUN,156961
будущем_NOUN,156726
анализ_NOUN,156690
воли_NOUN,156356
систем_NOUN,156268
ходу_NOUN,156155
опыта_NOUN,155961
войск_NOUN,155889
школу_NOUN,155623
наук_NOUN,155292
мест_NOUN,155269
приказ_NOUN,154956
предмет_NOUN,154646
рынке_NOUN,154335
цена_NOUN,154328
районе_NOUN,154187
учетом_NOUN,154086
анализа_NOUN,153954
женой_NOUN,153914
зале_NOUN,153736
жену_NOUN,153617
случаев_NOUN,153610
здания_NOUN,153125
рынка_NOUN,153042
звуки_NOUN,152778
волос_NOUN,152373
стену_NOUN,152176
шагов_NOUN,152053
задач_NOUN,152000
духа_NOUN,151955
леди_NOUN,151809
задания_NOUN,151680
среды_NOUN,151658
сотни_NOUN,151352
замок_NOUN,151148
суть_NOUN,150873
список_NOUN,150236
угол_NOUN,149892
решений_NOUN,149506
телом_NOUN,149452
выхода_NOUN,149327
войну_NOUN,149228
детства_NOUN,148889
голосе_NOUN,148829
улицы_NOUN,148710
автор_NOUN,148710
миссис_NOUN,148421
февраля_NOUN,148301
князя_NOUN,148183
планы_NOUN,147724
оружия_NOUN,147676
войне_NOUN,147494
спине_NOUN,147441
ничем_NOUN,147036
объекта_NOUN,146910
проект_NOUN,146852
пола_NOUN,146476
кровать_NOUN,145976
метод_NOUN,145947
темноте_NOUN,145800
природе_NOUN,145750
времен_NOUN,145487
кровью_NOUN,145153
нечего_NOUN,144990
форм_NOUN,144680
законом_NOUN,144592
наличие_NOUN,144012
кухню_NOUN,143512
договор_NOUN,143340
детям_NOUN,143222
дерева_NOUN,143177
границы_NOUN,143145
бабушка_NOUN,143136
земля_NOUN,142994
виды_NOUN,142985
модель_NOUN,142828
данным_NOUN,142555
дорога_NOUN,142477
звезды_NOUN,142168
правил_NOUN,141808
рассказ_NOUN,141777
огня_NOUN,141762
силах_NOUN,141713
фоне_NOUN,141434
теле_NOUN,141383
дверью_NOUN,141283
вещь_NOUN,141071
шанс_NOUN,141021
счастью_NOUN,141013
ладонь_NOUN,140851
кафе_NOUN,140764
жителей_NOUN,140684
понятие_NOUN,140460
мисс_NOUN,140408
мною_NOUN,140060
тишина_NOUN,139854
органы_NOUN,139818
составе_NOUN,139534
подход_NOUN,139393
вопроса_NOUN,139269
странах_NOUN,139229
любовью_NOUN,138551
позицию_NOUN,138548
одежды_NOUN,138240
отцом_NOUN,137907
группе_NOUN,137778
точку_NOUN,137726
эмоции_NOUN,137613
выбора_NOUN,137413
кухне_NOUN,137397
бизнеса_NOUN,137231
картины_NOUN,137059
дождь_NOUN,136973
кино_NOUN,136595
причин_NOUN,136550
носом_NOUN,136523
станции_NOUN,136508
краю_NOUN,135912
борьбы_NOUN,135620
член_NOUN,135614
кожи_NOUN,135536
планеты_NOUN,135413
месту_NOUN,134795
энергию_NOUN,134646
порядка_NOUN,134394
взгляда_NOUN,134174
ворота_NOUN,133831
объем_NOUN,133750
столу_NOUN,133553
участия_NOUN,133380
судьбы_NOUN,133337
периода_NOUN,133279
методы_NOUN,133186
годов_NOUN,133108
подарок_NOUN,132768
девочки_NOUN,132551
детстве_NOUN,132464
царь_NOUN,132384
кресло_NOUN,132229
разум_NOUN,131961
реакции_NOUN,131581
свободу_NOUN,131575
карты_NOUN,131459
здание_NOUN,131180
ключ_NOUN,131030
целях_NOUN,130608
врага_NOUN,130399
занятия_NOUN,130325
ногах_NOUN,130308
врач_NOUN,129899
автора_NOUN,129884
хозяина_NOUN,129759
небе_NOUN,129577
объект_NOUN,129396
нормы_NOUN,129270
империи_NOUN,129103
дивизии_NOUN,129064
площадь_NOUN,128992
сумму_NOUN,128964
царя_NOUN,128509
машин_NOUN,128506
частей_NOUN,128435
кусок_NOUN,128402
делам_NOUN,128371
цветы_NOUN,128222
миром_NOUN,128104
палец_NOUN,127958
полиции_NOUN,127922
ряда_NOUN,127842
картину_NOUN,127743
полчаса_NOUN,127740
техники_NOUN,127617
песни_NOUN,127227
причина_NOUN,127131
волны_NOUN,127061
ошибки_NOUN,126795
берег_NOUN,126714
словах_NOUN,126627
тень_NOUN,126462
стул_NOUN,126384
глубине_NOUN,126215
домов_NOUN,126191
народов_NOUN,125666
потери_NOUN,125601
следы_NOUN,125317
стакан_NOUN,125146
дядя_NOUN,125082
улыбка_NOUN,124893
тоном_NOUN,124720
ветра_NOUN,124661
групп_NOUN,124558
энергия_NOUN,124558
неба_NOUN,124340
сестры_NOUN,124289
берега_NOUN,124170
центра_NOUN,123702
товарищ_NOUN,123696
курс_NOUN,123548
дерево_NOUN,123480
попытки_NOUN,123381
плане_NOUN,123314
отцу_NOUN,122629
законы_NOUN,122611
темы_NOUN,122588
услуги_NOUN,122537
очереди_NOUN,122507
концу_NOUN,122451
корабля_NOUN,122168
вывод_NOUN,122151
вкус_NOUN,121877
совет_NOUN,121777
поток_NOUN,121694
фронта_NOUN,121414
игра_NOUN,121411
магазин_NOUN,121220
чудо_NOUN,121207
брови_NOUN,121191
смех_NOUN,121140
ворот_NOUN,120645
вино_NOUN,120570
пальцев_NOUN,120509
принцип_NOUN,120179
цветов_NOUN,120079
службу_NOUN,120068
майор_NOUN,119693
семью_NOUN,119655
черты_NOUN,119652
млрд_NOUN,119649
корпуса_NOUN,119632
рынок_NOUN,119591
церковь_NOUN,119557
входа_NOUN,119413
горе_NOUN,119374
записи_NOUN,119341
горло_NOUN,119112
ужас_NOUN,119100
группу_NOUN,118734
класс_NOUN,118379
эффект_NOUN,118360
продаж_NOUN,118234
языком_NOUN,118168
веществ_NOUN,118089
взгляды_NOUN,118021
силами_NOUN,117941
ничто_NOUN,117860
удара_NOUN,117720
деревья_NOUN,117528
коридор_NOUN,117518
прием_NOUN,117160
надежды_NOUN,117037
светом_NOUN,116790
крик_NOUN,116756
музыка_NOUN,116686
глава_NOUN,116658
виду_NOUN,116282
телу_NOUN,116230
именем_NOUN,116225
стен_NOUN,116168
труд_NOUN,115309
задание_NOUN,114971
камни_NOUN,114849
успеха_NOUN,114431
текста_NOUN,114423
врагов_NOUN,114372
живот_NOUN,114196
полка_NOUN,114157
учителя_NOUN,114115
стихи_NOUN,114084
сутки_NOUN,114063
волю_NOUN,114035
шаги_NOUN,113988
летом_NOUN,113786
этаж_NOUN,113578
детали_NOUN,113510
огнем_NOUN,113307
встречу_NOUN,112944
женщине_NOUN,112869
подруга_NOUN,112822
прошлое_NOUN,112778
состава_NOUN,112680
мере_NOUN,112534
поисках_NOUN,112393
главы_NOUN,112128
встрече_NOUN,111848
этапе_NOUN,111847
кости_NOUN,111830
масла_NOUN,111744
усилия_NOUN,111538
эмоций_NOUN,111208
успех_NOUN,110781
мужчину_NOUN,110770
работой_NOUN,110387
лист_NOUN,110334
разница_NOUN,110249
наличии_NOUN,110246
хлеб_NOUN,110165
влияния_NOUN,109905
страну_NOUN,109835
степень_NOUN,109761
бутылку_NOUN,109722
след_NOUN,109519
игру_NOUN,109172
отряд_NOUN,109033
недель_NOUN,108905
законов_NOUN,108757
охраны_NOUN,108662
карман_NOUN,108474
прошлом_NOUN,108249
курсе_NOUN,108176
питания_NOUN,107988
городов_NOUN,107858
птицы_NOUN,107587
мужик_NOUN,107332
кармана_NOUN,107311
ткани_NOUN,106934
хлеба_NOUN,106913
мужем_NOUN,106903
болезнь_NOUN,106599
собою_NOUN,106529
шагом_NOUN,106516
кожу_NOUN,106467
имена_NOUN,106297
долг_NOUN,106283
картина_NOUN,106198
ребенку_NOUN,106187
плана_NOUN,106182
отдела_NOUN,106173
лечения_NOUN,106161
борьбе_NOUN,106102
клетки_NOUN,105989
граф_NOUN,105577
народу_NOUN,105527
зеркало_NOUN,105487
мясо_NOUN,105444
путем_NOUN,105330
губами_NOUN,105303
функций_NOUN,105132
кресле_NOUN,105063
адресу_NOUN,104915
жители_NOUN,104889
массы_NOUN,104705
пары_NOUN,104579
задачу_NOUN,104563
деревне_NOUN,104500
тепло_NOUN,104385
зала_NOUN,104201
банка_NOUN,104178
девушке_NOUN,103994
размере_NOUN,103762
слез_NOUN,103692
защиту_NOUN,103578
армия_NOUN,103523
члены_NOUN,103347
истины_NOUN,103173
номера_NOUN,103100
герой_NOUN,102850
судьбу_NOUN,102757
норм_NOUN,102742
ужин_NOUN,102735
газеты_NOUN,102673
саду_NOUN,102612
команда_NOUN,102476
обед_NOUN,102369
главе_NOUN,102364
многом_NOUN,102277
выходу_NOUN,102222
базы_NOUN,102213
участок_NOUN,102176
ногой_NOUN,102116
страна_NOUN,102034
капли_NOUN,101993
реке_NOUN,101980
пороге_NOUN,101944
новости_NOUN,101879
дверей_NOUN,101730
веры_NOUN,101707
красоты_NOUN,101633
совета_NOUN,101417
жене_NOUN,101244
хвост_NOUN,101213
методов_NOUN,101101
этаже_NOUN,101053
звонок_NOUN,101011
обороны_NOUN,100714
окном_NOUN,100662
расходы_NOUN,100652
городу_NOUN,100652
музыку_NOUN,100499
суток_NOUN,100472
лошадей_NOUN,100052
самолет_NOUN,99990
встреча_NOUN,99904
кольцо_NOUN,99825
кресла_NOUN,99795
фото_NOUN,99698
острова_NOUN,99640
занятий_NOUN,99603
остатки_NOUN,99553
коня_NOUN,99491
фильм_NOUN,99358
лето_NOUN,99292
масло_NOUN,99272
мамы_NOUN,99180
моменты_NOUN,99097
собака_NOUN,98766
девушек_NOUN,98750
фирмы_NOUN,98667
режим_NOUN,98611
матерью_NOUN,98531
смертью_NOUN,98022
ответы_NOUN,97981
делах_NOUN,97973
сумку_NOUN,97953
воинов_NOUN,97745
зубами_NOUN,97656
пищи_NOUN,97415
бога_NOUN,97413
усилий_NOUN,97152
солдаты_NOUN,96946
деревни_NOUN,96796
магии_NOUN,96733
сигнал_NOUN,96430
органа_NOUN,96398
разума_NOUN,96202
стадии_NOUN,96143
масса_NOUN,96031
природа_NOUN,96029
среде_NOUN,95839
команду_NOUN,95789
идей_NOUN,95573
размер_NOUN,95474
очки_NOUN,95417
землей_NOUN,95386
цену_NOUN,95348
воле_NOUN,95241
лошадь_NOUN,95034
суммы_NOUN,95033
мечты_NOUN,95019
доктора_NOUN,95006
собаки_NOUN,94627
сердцем_NOUN,94415
срока_NOUN,94410
мнения_NOUN,94333
знание_NOUN,94323
учитель_NOUN,94262
долю_NOUN,94195
сыном_NOUN,94003
оружием_NOUN,93782
даты_NOUN,93764
отдыха_NOUN,93703
метро_NOUN,93629
явление_NOUN,93536
постель_NOUN,93532
фигуры_NOUN,93241
пределы_NOUN,93170
замка_NOUN,93134
район_NOUN,92949
способы_NOUN,92900
ребят_NOUN,92882
годах_NOUN,92784
лошади_NOUN,92632
душой_NOUN,92613
роман_NOUN,92565
мяса_NOUN,92442
секунды_NOUN,92291
фигура_NOUN,92200
листья_NOUN,92184
зоны_NOUN,92120
высоты_NOUN,92001
штаба_NOUN,91927
точка_NOUN,91911
веке_NOUN,91808
толпы_NOUN,91609
статус_NOUN,91253
юноша_NOUN,91073
слава_NOUN,91057
такси_NOUN,90982
травы_NOUN,90841
явления_NOUN,90824
службе_NOUN,90781
сферы_NOUN,90749
птиц_NOUN,90735
риск_NOUN,90587
поэт_NOUN,90546
ученые_NOUN,90501
кожа_NOUN,90370
мыслями_NOUN,90326
порой_NOUN,90318
обеда_NOUN,90262
храм_NOUN,90250
шепотом_NOUN,90207
вопросу_NOUN,90159
покоя_NOUN,90029
щеки_NOUN,89839
сеть_NOUN,89815
идею_NOUN,89788
озера_NOUN,89780
бытия_NOUN,89778
брак_NOUN,89531
старика_NOUN,89501
эпохи_NOUN,89452
мышцы_NOUN,89393
правом_NOUN,89314
стекла_NOUN,89098
кругу_NOUN,89040
случая_NOUN,89017
буквы_NOUN,88908
планете_NOUN,88787
цифры_NOUN,88776
ладонью_NOUN,88660
поводу_NOUN,88551
доля_NOUN,88470
учета_NOUN,88424
возраст_NOUN,88148
победы_NOUN,88113
гнев_NOUN,87805
гибели_NOUN,87737
надежда_NOUN,87598
покой_NOUN,87558
господа_NOUN,87467
стекло_NOUN,87358
товар_NOUN,87352
делами_NOUN,87313
героя_NOUN,87291
сумма_NOUN,86922
пакет_NOUN,86906
окну_NOUN,86807
дворец_NOUN,86789
пальто_NOUN,86690
костюм_NOUN,86687
плечу_NOUN,86630
газа_NOUN,86630
размера_NOUN,86384
мастер_NOUN,86294
страсти_NOUN,86248
врача_NOUN,86199
доступ_NOUN,86184
сайте_NOUN,86151
образа_NOUN,86089
сторона_NOUN,85978
факты_NOUN,85948
переход_NOUN,85884
вины_NOUN,85835
базе_NOUN,85812
ручку_NOUN,85809
армию_NOUN,85795
ошибок_NOUN,85757
приема_NOUN,85645
клиента_NOUN,85625
офицер_NOUN,85555
маме_NOUN,85492
братья_NOUN,85483
богов_NOUN,85390
коленях_NOUN,85294
веков_NOUN,85229
крики_NOUN,85179
набор_NOUN,85157
двора_NOUN,85116
теория_NOUN,85036
комната_NOUN,85018
враг_NOUN,84872
карту_NOUN,84743
курса_NOUN,84721
орган_NOUN,84663
стенах_NOUN,84652
ужаса_NOUN,84592
наука_NOUN,84584
остров_NOUN,84334
музыки_NOUN,84323
девочку_NOUN,84181
фразу_NOUN,84109
братьев_NOUN,84061
золото_NOUN,83968
доходов_NOUN,83965
ученых_NOUN,83878
товара_NOUN,83859
пыль_NOUN,83829
ящик_NOUN,83659
основу_NOUN,83586
домом_NOUN,83463
улыбку_NOUN,83389
одежда_NOUN,83224
сыну_NOUN,83217
поезд_NOUN,83199
беда_NOUN,83126
счета_NOUN,83069
связей_NOUN,83060
немцы_NOUN,82865
случаи_NOUN,82722
волна_NOUN,82722
событие_NOUN,82710
жертвы_NOUN,82655
пост_NOUN,82459
вреда_NOUN,82430
границу_NOUN,82410
камня_NOUN,82353
корпус_NOUN,82315
пыли_NOUN,82239
силе_NOUN,82085
сцене_NOUN,81998
ложь_NOUN,81994
диван_NOUN,81876
совести_NOUN,81827
звезд_NOUN,81688
зимой_NOUN,81367
камней_NOUN,81367
религии_NOUN,81354
сделки_NOUN,81323
цепи_NOUN,81289
маму_NOUN,81263
общение_NOUN,81156
людях_NOUN,81007
грех_NOUN,80948
полгода_NOUN,80943
корабли_NOUN,80860
подруги_NOUN,80844
толпа_NOUN,80837
банк_NOUN,80834
отчет_NOUN,80770
духом_NOUN,80687
добро_NOUN,80663
прибыль_NOUN,80327
мамой_NOUN,80250
борьба_NOUN,80125
выводы_NOUN,80100
тема_NOUN,80098
этап_NOUN,80097
объекты_NOUN,80033
принц_NOUN,80028
черта_NOUN,80026
раны_NOUN,79873
продаже_NOUN,79557
песок_NOUN,79449
десятки_NOUN,79238
веру_NOUN,79223
тайны_NOUN,79194
больных_NOUN,79191
реакция_NOUN,79141
пункт_NOUN,79098
соль_NOUN,79064
умение_NOUN,79023
режиме_NOUN,78978
функция_NOUN,78932
основы_NOUN,78892
добра_NOUN,78734
экране_NOUN,78713
линию_NOUN,78713
элемент_NOUN,78638
мужу_NOUN,78632
ложки_NOUN,78622
земель_NOUN,78541
массу_NOUN,78435
золота_NOUN,78211
хозяйка_NOUN,78129
крылья_NOUN,78042
туман_NOUN,77946
глазам_NOUN,77912
кнопку_NOUN,77899
спины_NOUN,77784
победу_NOUN,77578
школа_NOUN,77503
